-1,-1,-2,0,1,-1,0,1
-3,-1,-1,5,14,22,-3,-2
-2,0,-2,-14,-29,-21,1,-3
-2,-2,-5,-4,5,-7,-2,-3
0,1,3,4,-21,-9,-2,-1
1,0,-5,-8,9,5,-2,-1
-2,0,-2,-14,-29,-21,1,-3
-2,-2,-5,-4,5,-7,-2,-3
0,1,3,4,-21,-9,-2,-1
1,0,-5,-8,9,5,-2,-1
-1,0,4,29,20,6,0,3
-2,-2,6,-30,-13,-9,-3,-1
-1,-2,-11,7,1,7,-1,-3
1,-3,-5,-17,-17,-16,-2,-1
0,1,3,4,-21,-9,-2,-1
1,0,-5,-8,9,5,-2,-1
-1,0,4,29,20,6,0,3
-2,-2,6,-30,-13,-9,-3,-1
-1,-2,-11,7,1,7,-1,-3
1,-3,-5,-17,-17,-16,-2,-1
0,0,4,-2,5,2,-2,-3
1,2,5,-4,-2,-1,-1,-3
-1,0,4,29,20,6,0,3
-2,-2,6,-30,-13,-9,-3,-1
-1,-2,-11,7,1,7,-1,-3
1,-3,-5,-17,-17,-16,-2,-1
0,0,4,-2,5,2,-2,-3
1,2,5,-4,-2,-1,-1,-3
-3,-6,-7,13,8,7,-3,-1
1,2,5,-3,-3,-6,-2,0
-1,-2,-11,7,1,7,-1,-3
1,-3,-5,-17,-17,-16,-2,-1
0,0,4,-2,5,2,-2,-3
1,2,5,-4,-2,-1,-1,-3
-3,-6,-7,13,8,7,-3,-1
1,2,5,-3,-3,-6,-2,0
2,-2,-4,1,10,0,-1,-1
0,-3,0,5,-2,12,2,-2
-3,-6,-7,13,8,7,-3,-1
1,2,5,-3,-3,-6,-2,0
2,-2,-4,1,10,0,-1,-1
0,-3,0,5,-2,12,2,-2
-1,0,-3,-27,-39,-10,-2,1
-1,-2,-2,9,16,19,-1,-3
-2,-3,-3,-7,10,-3,1,-1
-1,-3,-2,12,12,10,-1,-1
2,-2,-4,1,10,0,-1,-1
0,-3,0,5,-2,12,2,-2
-1,0,-3,-27,-39,-10,-2,1
-1,-2,-2,9,16,19,-1,-3
-2,-3,-3,-7,10,-3,1,-1
-1,-3,-2,12,12,10,-1,-1
-1,2,6,-4,9,-11,-2,-4
-2,-1,0,11,7,-6,0,-1
2,-2,-4,1,10,0,-1,-1
0,-3,0,5,-2,12,2,-2
-1,0,-3,-27,-39,-10,-2,1
-1,-2,-2,9,16,19,-1,-3
-2,-3,-3,-7,10,-3,1,-1
-1,-3,-2,12,12,10,-1,-1
-1,2,6,-4,9,-11,-2,-4
-2,-1,0,11,7,-6,0,-1
2,-2,-4,1,10,0,-1,-1
0,-3,0,5,-2,12,2,-2
-1,0,-3,-27,-39,-10,-2,1
-1,-2,-2,9,16,19,-1,-3
-2,-3,-3,-7,10,-3,1,-1
-1,-3,-2,12,12,10,-1,-1
-1,2,6,-4,9,-11,-2,-4
-2,-1,0,11,7,-6,0,-1
2,-2,-4,1,10,0,-1,-1
0,-3,0,5,-2,12,2,-2
-1,0,-3,-27,-39,-10,-2,1
-1,-2,-2,9,16,19,-1,-3
-2,-3,-3,-7,10,-3,1,-1
-1,-3,-2,12,12,10,-1,-1
-1,2,6,-4,9,-11,-2,-4
-2,-1,0,11,7,-6,0,-1
-2,-3,-3,-7,10,-3,1,-1
-1,-3,-2,12,12,10,-1,-1
-1,2,6,-4,9,-11,-2,-4
-2,-1,0,11,7,-6,0,-1
1,2,6,-7,8,-1,-2,0
-1,2,0,2,12,5,1,2
-3,-6,-12,-10,-8,1,-1,0
-1,0,1,3,1,-1,-2,-1
1,2,6,-7,8,-1,-2,0
-1,2,0,2,12,5,1,2
-3,-6,-12,-10,-8,1,-1,0
-1,0,1,3,1,-1,-2,-1
0,3,7,-4,0,4,0,1
-2,-2,-7,3,-5,-2,-4,-2
1,3,5,3,7,1,2,-1
0,-4,-4,-3,-9,-1,0,1
0,3,7,-4,0,4,0,1
-2,-2,-7,3,-5,-2,-4,-2
1,3,5,3,7,1,2,-1
0,-4,-4,-3,-9,-1,0,1
-1,-1,0,4,-4,-3,-2,-1
0,1,4,-2,3,-2,-2,-2
-1,0,0,6,16,-5,-3,-1
0,-3,0,-8,-48,-7,-3,-2
0,3,7,-4,0,4,0,1
-2,-2,-7,3,-5,-2,-4,-2
1,3,5,3,7,1,2,-1
0,-4,-4,-3,-9,-1,0,1
-1,-1,0,4,-4,-3,-2,-1
0,1,4,-2,3,-2,-2,-2
-1,0,0,6,16,-5,-3,-1
0,-3,0,-8,-48,-7,-3,-2
-1,-1,0,4,-4,-3,-2,-1
0,1,4,-2,3,-2,-2,-2
-1,0,0,6,16,-5,-3,-1
0,-3,0,-8,-48,-7,-3,-2
0,0,-1,4,22,13,-1,-1
0,0,-4,-5,-17,-2,0,0
0,0,5,24,9,1,-4,-3
-1,-1,-2,-15,13,-1,0,-2
0,-3,0,-8,-48,-7,-3,-2
0,0,-1,4,22,13,-1,-1
0,0,-4,-5,-17,-2,0,0
0,0,5,24,9,1,-4,-3
-1,-1,-2,-15,13,-1,0,-2
-1,-4,-4,-3,-7,-8,-1,-1
0,1,0,-1,-6,5,-1,-1
-2,2,11,8,-2,3,2,0
0,0,-1,4,22,13,-1,-1
0,0,-4,-5,-17,-2,0,0
0,0,5,24,9,1,-4,-3
-1,-1,-2,-15,13,-1,0,-2
-1,-4,-4,-3,-7,-8,-1,-1
0,1,0,-1,-6,5,-1,-1
-2,2,11,8,-2,3,2,0
0,2,-2,-4,8,-1,-1,1
-1,-4,-4,-3,-7,-8,-1,-1
0,1,0,-1,-6,5,-1,-1
-2,2,11,8,-2,3,2,0
0,2,-2,-4,8,-1,-1,1
-1,-3,-5,-2,-14,-8,2,0
-2,-5,-4,-6,10,2,-2,-2
-1,-4,-5,-13,-4,2,-2,-1
-2,0,5,9,-3,-6,-1,-1
-2,2,11,8,-2,3,2,0
0,2,-2,-4,8,-1,-1,1
-1,-3,-5,-2,-14,-8,2,0
-2,-5,-4,-6,10,2,-2,-2
-1,-4,-5,-13,-4,2,-2,-1
-2,0,5,9,-3,-6,-1,-1
0,2,4,1,1,10,-2,-1
0,-3,1,9,-4,-10,-1,0
-1,-3,-5,-2,-14,-8,2,0
-2,-5,-4,-6,10,2,-2,-2
-1,-4,-5,-13,-4,2,-2,-1
-2,0,5,9,-3,-6,-1,-1
0,2,4,1,1,10,-2,-1
0,-3,1,9,-4,-10,-1,0
-1,-2,-2,-2,-2,-3,-2,-1
-2,0,-2,3,9,14,-4,-2
-1,-4,-5,-13,-4,2,-2,-1
-2,0,5,9,-3,-6,-1,-1
0,2,4,1,1,10,-2,-1
0,-3,1,9,-4,-10,-1,0
-1,-2,-2,-2,-2,-3,-2,-1
-2,0,-2,3,9,14,-4,-2
0,-5,-11,-11,2,3,-2,-1
-2,-2,4,-8,-9,2,-1,-3
0,2,4,1,1,10,-2,-1
0,-3,1,9,-4,-10,-1,0
-1,-2,-2,-2,-2,-3,-2,-1
-2,0,-2,3,9,14,-4,-2
0,-5,-11,-11,2,3,-2,-1
-2,-2,4,-8,-9,2,-1,-3
-1,-1,-6,-5,-2,7,-2,-3
1,0,-3,4,7,-6,1,0
-1,-2,-2,-2,-2,-3,-2,-1
-2,0,-2,3,9,14,-4,-2
0,-5,-11,-11,2,3,-2,-1
-2,-2,4,-8,-9,2,-1,-3
-1,-1,-6,-5,-2,7,-2,-3
1,0,-3,4,7,-6,1,0
-2,-3,-3,2,-10,-2,0,-1
-1,2,2,5,-6,-9,0,1
-1,-1,-6,-5,-2,7,-2,-3
1,0,-3,4,7,-6,1,0
-2,-3,-3,2,-10,-2,0,-1
-1,2,2,5,-6,-9,0,1
0,-1,-8,-13,8,8,-1,0
-1,-2,-3,4,6,5,-1,-1
-2,0,2,0,-5,-2,-2,-2
1,-1,4,4,-1,1,0,-2
-1,-1,-6,-5,-2,7,-2,-3
1,0,-3,4,7,-6,1,0
-2,-3,-3,2,-10,-2,0,-1
-1,2,2,5,-6,-9,0,1
0,-1,-8,-13,8,8,-1,0
-1,-2,-3,4,6,5,-1,-1
-2,0,2,0,-5,-2,-2,-2
1,-1,4,4,-1,1,0,-2
0,-1,-8,-13,8,8,-1,0
-1,-2,-3,4,6,5,-1,-1
-2,0,2,0,-5,-2,-2,-2
1,-1,4,4,-1,1,0,-2
-3,-2,-10,-6,-19,-3,0,-1
-2,0,-2,2,5,-1,-1,0
1,2,8,26,4,-1,-1,0
-2,-8,-20,-30,4,20,-1,-3
-2,0,2,0,-5,-2,-2,-2
1,-1,4,4,-1,1,0,-2
-3,-2,-10,-6,-19,-3,0,-1
-2,0,-2,2,5,-1,-1,0
1,2,8,26,4,-1,-1,0
-2,-8,-20,-30,4,20,-1,-3
0,0,5,0,-5,-27,-3,-3
0,0,2,1,10,12,-1,-2
-3,-2,-10,-6,-19,-3,0,-1
-2,0,-2,2,5,-1,-1,0
1,2,8,26,4,-1,-1,0
-2,-8,-20,-30,4,20,-1,-3
0,0,5,0,-5,-27,-3,-3
0,0,2,1,10,12,-1,-2
-3,-3,-7,-5,-10,-7,1,1
1,3,3,8,-5,7,-1,0
1,2,8,26,4,-1,-1,0
-2,-8,-20,-30,4,20,-1,-3
0,0,5,0,-5,-27,-3,-3
0,0,2,1,10,12,-1,-2
-3,-3,-7,-5,-10,-7,1,1
1,3,3,8,-5,7,-1,0
-1,-1,1,2,-2,-1,-1,-1
-3,-2,-4,-5,6,4,-1,-2
0,0,5,0,-5,-27,-3,-3
0,0,2,1,10,12,-1,-2
-3,-3,-7,-5,-10,-7,1,1
1,3,3,8,-5,7,-1,0
-1,-1,1,2,-2,-1,-1,-1
