0.340027,-0.216187,-0.606628,0.685303
0.340027,-0.216187,-0.606628,0.685303
0.338989,-0.216064,-0.605896,0.686523
0.338989,-0.216064,-0.605896,0.686523
0.337769,-0.215820,-0.605164,0.687805
0.337769,-0.215820,-0.605164,0.687805
0.336487,-0.215698,-0.604492,0.689087
0.335022,-0.215515,-0.603882,0.690369
0.335022,-0.215515,-0.603882,0.690369
0.333374,-0.215576,-0.603271,0.691650
0.333374,-0.215576,-0.603271,0.691650
0.333374,-0.215576,-0.603271,0.691650
0.333374,-0.215576,-0.603271,0.691650
0.330322,-0.216614,-0.601685,0.694214
0.328674,-0.217163,-0.601074,0.695374
0.328674,-0.217163,-0.601074,0.695374
0.326294,-0.217651,-0.600464,0.696899
0.326294,-0.217651,-0.600464,0.696899
0.323669,-0.218323,-0.599609,0.698547
0.323669,-0.218323,-0.599609,0.698547
0.320618,-0.218872,-0.598877,0.700439
0.320618,-0.218872,-0.598877,0.700439
0.320618,-0.218872,-0.598877,0.700439
0.316772,-0.219666,-0.598145,0.702576
0.311707,-0.220215,-0.597656,0.705078
0.311707,-0.220215,-0.597656,0.705078
0.306091,-0.220764,-0.597046,0.707886
0.300659,-0.221619,-0.596497,0.710449
0.300659,-0.221619,-0.596497,0.710449
0.294678,-0.222778,-0.595825,0.713074
0.288940,-0.224426,-0.594727,0.715820
0.288940,-0.224426,-0.594727,0.715820
0.283081,-0.226501,-0.593323,0.718689
0.283081,-0.226501,-0.593323,0.718689
0.276489,-0.228149,-0.591919,0.721924
0.276489,-0.228149,-0.591919,0.721924
0.269409,-0.228882,-0.590942,0.725159
0.269409,-0.228882,-0.590942,0.725159
0.261780,-0.229126,-0.590271,0.728394
0.261780,-0.229126,-0.590271,0.728394
0.252991,-0.228821,-0.589966,0.731812
0.244690,-0.229187,-0.589355,0.734985
0.244690,-0.229187,-0.589355,0.734985
0.237183,-0.230652,-0.588684,0.737549
0.237183,-0.230652,-0.588684,0.737549
0.229370,-0.232361,-0.587952,0.740051
0.221558,-0.234253,-0.586975,0.742615
0.221558,-0.234253,-0.586975,0.742615
0.213379,-0.235962,-0.586060,0.745178
0.213379,-0.235962,-0.586060,0.745178
0.203979,-0.237244,-0.585205,0.748108
0.194946,-0.238708,-0.584106,0.750916
0.194946,-0.238708,-0.584106,0.750916
0.185913,-0.240295,-0.582947,0.753540
0.185913,-0.240295,-0.582947,0.753540
0.177307,-0.242188,-0.581726,0.755981
0.168823,-0.244080,-0.580627,0.758118
0.168823,-0.244080,-0.580627,0.758118
0.160645,-0.245972,-0.579346,0.760254
0.160645,-0.245972,-0.579346,0.760254
0.152710,-0.247253,-0.578064,0.762512
0.152710,-0.247253,-0.578064,0.762512
0.146362,-0.249146,-0.576416,0.764343
0.146362,-0.249146,-0.576416,0.764343
0.140015,-0.251038,-0.574951,0.765991
0.132996,-0.251892,-0.574097,0.767639
0.132996,-0.251892,-0.574097,0.767639
0.126038,-0.251892,-0.573303,0.769409
0.126038,-0.251892,-0.573303,0.769409
0.120728,-0.252747,-0.572205,0.770813
0.120728,-0.252747,-0.572205,0.770813
0.116394,-0.254150,-0.571045,0.771851
0.111755,-0.255615,-0.570129,0.772766
0.111755,-0.255615,-0.570129,0.772766
0.106689,-0.256714,-0.569275,0.773682
0.106689,-0.256714,-0.569275,0.773682
0.102051,-0.257446,-0.568848,0.774414
0.098511,-0.258057,-0.568665,0.774841
0.098511,-0.258057,-0.568665,0.774841
0.095764,-0.258667,-0.568176,0.775269
0.095764,-0.258667,-0.568176,0.775269
0.093811,-0.259033,-0.567444,0.775940
0.092285,-0.259521,-0.566895,0.776428
0.092285,-0.259521,-0.566895,0.776428
0.090576,-0.260010,-0.566711,0.776550
0.090576,-0.260010,-0.566711,0.776550
0.088745,-0.260437,-0.567078,0.776367
0.088745,-0.260437,-0.567078,0.776367
0.086548,-0.260681,-0.568054,0.775818
0.084167,-0.259888,-0.569397,0.775330
0.084167,-0.259888,-0.569397,0.775330
0.083191,-0.258789,-0.570618,0.774902
0.083191,-0.258789,-0.570618,0.774902
0.083313,-0.257080,-0.571960,0.774536
0.084229,-0.255615,-0.573120,0.773987
0.084229,-0.255615,-0.573120,0.773987
0.084839,-0.254333,-0.573853,0.773804
0.084839,-0.254333,-0.573853,0.773804
0.084961,-0.251953,-0.574402,0.774170
0.084961,-0.251953,-0.574402,0.774170
0.086304,-0.249817,-0.574890,0.774353
0.088257,-0.248474,-0.575317,0.774292
0.088257,-0.248474,-0.575317,0.774292
0.089355,-0.246643,-0.576172,0.774109
0.089355,-0.246643,-0.576172,0.774109
0.090515,-0.244385,-0.576782,0.774231
0.091980,-0.241699,-0.577087,0.774658
0.091980,-0.241699,-0.577087,0.774658
0.095215,-0.239807,-0.577087,0.774841
0.095215,-0.239807,-0.577087,0.774841
0.098816,-0.238647,-0.576599,0.775085
0.098816,-0.238647,-0.576599,0.775085
0.099792,-0.237305,-0.576355,0.775635
0.098022,-0.235596,-0.576050,0.776550
0.098022,-0.235596,-0.576050,0.776550
0.098022,-0.235596,-0.576050,0.776550
0.096375,-0.233948,-0.575195,0.777893
0.096191,-0.232361,-0.573608,0.779602
0.096924,-0.231201,-0.571838,0.781128
0.096924,-0.231201,-0.571838,0.781128
0.097595,-0.229858,-0.570740,0.782227
0.097595,-0.229858,-0.570740,0.782227
0.097595,-0.229858,-0.570740,0.782227
0.098206,-0.228638,-0.570190,0.782898
0.099365,-0.227295,-0.569397,0.783752
0.099365,-0.227295,-0.569397,0.783752
0.101501,-0.226685,-0.568604,0.784241
0.101501,-0.226685,-0.568604,0.784241
0.103577,-0.226074,-0.567871,0.784668
0.104919,-0.225586,-0.567505,0.784851
0.104919,-0.225586,-0.567505,0.784851
0.105774,-0.225403,-0.567505,0.784851
0.105774,-0.225403,-0.567505,0.784851
0.106201,-0.224976,-0.567383,0.784973
0.106934,-0.224426,-0.567139,0.785217
0.106934,-0.224426,-0.567139,0.785217
0.107971,-0.223816,-0.566833,0.785461
0.107971,-0.223816,-0.566833,0.785461
0.108643,-0.222595,-0.566650,0.785828
0.109619,-0.221191,-0.566589,0.786133
0.109619,-0.221191,-0.566589,0.786133
0.110840,-0.219788,-0.566467,0.786499
0.110840,-0.219788,-0.566467,0.786499
0.112183,-0.218689,-0.566406,0.786621
0.112183,-0.218689,-0.566406,0.786621
0.113586,-0.217651,-0.566467,0.786621
0.114258,-0.215942,-0.566589,0.786926
0.114258,-0.215942,-0.566589,0.786926
0.115417,-0.214722,-0.565979,0.787537
0.115417,-0.214722,-0.565979,0.787537
0.116821,-0.214233,-0.565247,0.788025
0.117188,-0.214050,-0.564819,0.788269
0.117188,-0.214050,-0.564819,0.788269
0.116516,-0.213745,-0.564697,0.788574
0.116516,-0.213745,-0.564697,0.788574
0.116150,-0.213562,-0.564636,0.788696
0.116150,-0.213562,-0.564636,0.788696
0.117126,-0.213684,-0.564575,0.788574
0.117126,-0.213684,-0.564575,0.788574
0.118652,-0.214539,-0.564270,0.788330
0.120422,-0.215637,-0.563293,0.788513
0.120422,-0.215637,-0.563293,0.788513
0.120911,-0.215942,-0.562988,0.788513
0.120911,-0.215942,-0.562988,0.788513
0.121643,-0.216003,-0.562439,0.788818
0.121643,-0.216003,-0.562439,0.788818
0.121582,-0.215393,-0.562317,0.789062
0.120483,-0.213806,-0.562256,0.789673
0.120483,-0.213806,-0.562256,0.789673
0.121582,-0.213684,-0.561584,0.790039
0.121582,-0.213684,-0.561584,0.790039
0.123108,-0.214417,-0.561096,0.789917
0.122742,-0.214722,-0.561523,0.789612
0.122742,-0.214722,-0.561523,0.789612
0.121826,-0.214355,-0.562195,0.789368
0.121826,-0.214355,-0.562195,0.789368
0.121826,-0.214600,-0.561096,0.790100
0.118774,-0.212158,-0.559326,0.792480
0.118774,-0.212158,-0.559326,0.792480
0.120239,-0.210449,-0.557129,0.794250
0.120239,-0.210449,-0.557129,0.794250
0.123230,-0.209473,-0.555115,0.795471
0.124512,-0.208313,-0.554443,0.796082
0.124512,-0.208313,-0.554443,0.796082
0.123230,-0.205505,-0.554565,0.796875
0.123230,-0.205505,-0.554565,0.796875
0.122681,-0.203552,-0.554382,0.797607
0.122681,-0.203552,-0.554382,0.797607
0.124207,-0.203918,-0.553589,0.797791
0.124207,-0.203918,-0.553589,0.797791
0.125671,-0.204712,-0.552490,0.798157
0.125671,-0.204712,-0.552490,0.798157
0.125854,-0.204285,-0.551941,0.798645
0.125488,-0.203552,-0.551941,0.798889
0.125488,-0.203552,-0.551941,0.798889
0.124390,-0.202820,-0.551758,0.799316
