0,1,-1,7,-9,-3,3,1
-1,-2,-2,0,-13,-2,-2,-2
0,4,5,19,2,-2,-2,-2
-4,-6,-12,-43,-25,-2,-1,-1
1,-1,6,2,32,9,-1,0
1,0,0,2,9,-5,-1,0
-4,-6,-7,-3,0,1,-1,1
-2,-2,1,15,3,-2,0,-2
0,4,5,19,2,-2,-2,-2
-4,-6,-12,-43,-25,-2,-1,-1
1,-1,6,2,32,9,-1,0
1,0,0,2,9,-5,-1,0
-4,-6,-7,-3,0,1,-1,1
-2,-2,1,15,3,-2,0,-2
1,4,-3,-8,19,3,0,-3
-1,-6,-3,-17,-35,-7,0,1
0,4,5,19,2,-2,-2,-2
-4,-6,-12,-43,-25,-2,-1,-1
1,-1,6,2,32,9,-1,0
1,0,0,2,9,-5,-1,0
-4,-6,-7,-3,0,1,-1,1
-2,-2,1,15,3,-2,0,-2
1,4,-3,-8,19,3,0,-3
-1,-6,-3,-17,-35,-7,0,1
-4,-6,-7,-3,0,1,-1,1
-2,-2,1,15,3,-2,0,-2
1,4,-3,-8,19,3,0,-3
-1,-6,-3,-17,-35,-7,0,1
-3,-9,-16,3,9,-3,0,0
0,4,6,3,1,5,1,-2
-2,-8,-7,-10,-19,0,-1,-2
-1,0,1,8,8,3,-2,0
-3,-9,-16,3,9,-3,0,0
0,4,6,3,1,5,1,-2
-2,-8,-7,-10,-19,0,-1,-2
-1,0,1,8,8,3,-2,0
-1,5,8,-16,-20,-5,0,-1
0,-8,-15,10,9,5,0,0
0,1,3,3,2,-6,0,0
-2,2,-1,-7,-23,6,-3,0
-2,-8,-7,-10,-19,0,-1,-2
-1,0,1,8,8,3,-2,0
-1,5,8,-16,-20,-5,0,-1
0,-8,-15,10,9,5,0,0
0,1,3,3,2,-6,0,0
-2,2,-1,-7,-23,6,-3,0
-1,-5,-1,-6,-19,0,-2,1
0,1,5,4,25,5,2,-1
-1,5,8,-16,-20,-5,0,-1
0,-8,-15,10,9,5,0,0
0,1,3,3,2,-6,0,0
-2,2,-1,-7,-23,6,-3,0
-1,-5,-1,-6,-19,0,-2,1
0,1,5,4,25,5,2,-1
-1,1,1,2,2,0,-1,0
0,3,0,-3,-7,-2,-1,-1
-1,5,8,-16,-20,-5,0,-1
0,-8,-15,10,9,5,0,0
0,1,3,3,2,-6,0,0
-2,2,-1,-7,-23,6,-3,0
-1,-5,-1,-6,-19,0,-2,1
0,1,5,4,25,5,2,-1
-1,1,1,2,2,0,-1,0
0,3,0,-3,-7,-2,-1,-1
-1,-5,-1,-6,-19,0,-2,1
0,1,5,4,25,5,2,-1
-1,1,1,2,2,0,-1,0
0,3,0,-3,-7,-2,-1,-1
-1,-7,-7,2,7,0,-1,-1
0,0,3,20,10,1,-2,-1
-1,-3,-4,-21,-35,0,-1,0
-2,-5,-5,4,5,5,-2,-3
-1,1,1,2,2,0,-1,0
0,3,0,-3,-7,-2,-1,-1
-1,-7,-7,2,7,0,-1,-1
0,0,3,20,10,1,-2,-1
-1,-3,-4,-21,-35,0,-1,0
-2,-5,-5,4,5,5,-2,-3
1,4,2,-8,4,-10,1,0
