3,2,7,8,65,7,1,1
-2,0,-5,-11,-106,-3,-1,-2
-1,-1,0,33,-7,7,-4,-2
2,1,1,-44,64,32,1,1
0,-3,-4,-1,-25,21,-3,-2
-1,0,-1,0,-2,-8,-1,-3
-2,-5,-4,-12,-47,-28,-3,1
0,2,0,21,39,-20,0,1
0,-3,-4,-1,-25,21,-3,-2
-1,0,-1,0,-2,-8,-1,-3
-2,-5,-4,-12,-47,-28,-3,1
0,2,0,21,39,-20,0,1
0,-3,-5,-6,-62,-10,0,0
-3,-2,-3,-12,13,-6,-5,-1
-3,3,2,0,7,-4,1,-1
-3,-7,-2,19,7,-17,-5,-5
0,-3,-4,-1,-25,21,-3,-2
-1,0,-1,0,-2,-8,-1,-3
-2,-5,-4,-12,-47,-28,-3,1
0,2,0,21,39,-20,0,1
0,-3,-5,-6,-62,-10,0,0
-3,-2,-3,-12,13,-6,-5,-1
-3,3,2,0,7,-4,1,-1
-3,-7,-2,19,7,-17,-5,-5
0,-3,-5,-6,-62,-10,0,0
-3,-2,-3,-12,13,-6,-5,-1
-3,3,2,0,7,-4,1,-1
-3,-7,-2,19,7,-17,-5,-5
3,1,10,-4,30,8,9,6
-1,4,5,-1,-26,-10,-2,-1
-3,-9,-11,-9,-4,-3,-2,-2
3,4,2,10,8,-6,-1,0
-3,3,2,0,7,-4,1,-1
-3,-7,-2,19,7,-17,-5,-5
3,1,10,-4,30,8,9,6
-1,4,5,-1,-26,-10,-2,-1
-3,-9,-11,-9,-4,-3,-2,-2
3,4,2,10,8,-6,-1,0
-3,-1,-2,8,-17,-3,-3,-3
-1,1,2,-8,-14,-7,-3,-1
3,1,10,-4,30,8,9,6
-1,4,5,-1,-26,-10,-2,-1
-3,-9,-11,-9,-4,-3,-2,-2
3,4,2,10,8,-6,-1,0
-3,-1,-2,8,-17,-3,-3,-3
-1,1,2,-8,-14,-7,-3,-1
0,-2,1,-2,44,11,1,2
-2,-1,-3,27,-4,4,0,1
-3,-9,-11,-9,-4,-3,-2,-2
3,4,2,10,8,-6,-1,0
-3,-1,-2,8,-17,-3,-3,-3
-1,1,2,-8,-14,-7,-3,-1
0,-2,1,-2,44,11,1,2
-2,-1,-3,27,-4,4,0,1
0,0,-2,-33,-49,1,-3,-1
1,-6,-7,-14,32,4,-2,0
-3,-1,-2,8,-17,-3,-3,-3
-1,1,2,-8,-14,-7,-3,-1
0,-2,1,-2,44,11,1,2
-2,-1,-3,27,-4,4,0,1
0,0,-2,-33,-49,1,-3,-1
1,-6,-7,-14,32,4,-2,0
0,10,3,-3,1,5,-3,-2
-4,-8,-5,22,-88,1,-3,-2
0,0,-2,-33,-49,1,-3,-1
1,-6,-7,-14,32,4,-2,0
0,10,3,-3,1,5,-3,-2
-4,-8,-5,22,-88,1,-3,-2
3,-2,1,-45,70,2,3,1
2,4,5,21,-23,19,4,1
0,-4,-7,-52,-60,-5,-1,-3
-2,0,-2,11,29,5,3,0
0,10,3,-3,1,5,-3,-2
-4,-8,-5,22,-88,1,-3,-2
3,-2,1,-45,70,2,3,1
2,4,5,21,-23,19,4,1
0,-4,-7,-52,-60,-5,-1,-3
-2,0,-2,11,29,5,3,0
-8,-2,-1,53,34,-4,-3,-4
-3,-1,0,-5,-10,-4,-3,-2
3,-2,1,-45,70,2,3,1
