1,0,6,15,29,1,-2,-1
-2,-4,0,-11,-25,2,1,0
-3,-2,-8,4,-6,-5,-2,-1
0,0,-3,7,30,2,1,0
1,0,6,15,29,1,-2,-1
-2,-4,0,-11,-25,2,1,0
-3,-2,-8,4,-6,-5,-2,-1
0,0,-3,7,30,2,1,0
3,2,9,1,0,-2,2,6
-1,0,3,-20,-15,-2,0,2
1,0,6,15,29,1,-2,-1
-2,-4,0,-11,-25,2,1,0
-3,-2,-8,4,-6,-5,-2,-1
0,0,-3,7,30,2,1,0
3,2,9,1,0,-2,2,6
-1,0,3,-20,-15,-2,0,2
-3,-5,-18,10,6,1,-1,-3
0,0,-7,14,35,-1,0,-2
3,2,9,1,0,-2,2,6
-1,0,3,-20,-15,-2,0,2
-3,-5,-18,10,6,1,-1,-3
0,0,-7,14,35,-1,0,-2
-1,-2,-2,-24,-24,-2,-2,-2
0,1,4,9,20,6,0,1
0,2,2,-6,-24,-8,-3,2
-1,-2,-3,7,43,-11,-1,0
3,2,9,1,0,-2,2,6
-1,0,3,-20,-15,-2,0,2
-3,-5,-18,10,6,1,-1,-3
0,0,-7,14,35,-1,0,-2
-1,-2,-2,-24,-24,-2,-2,-2
0,1,4,9,20,6,0,1
0,2,2,-6,-24,-8,-3,2
-1,-2,-3,7,43,-11,-1,0
-1,-2,-2,-24,-24,-2,-2,-2
0,1,4,9,20,6,0,1
0,2,2,-6,-24,-8,-3,2
-1,-2,-3,7,43,-11,-1,0
0,-1,-3,18,-5,-8,-1,-3
0,1,-2,4,10,21,5,1
-3,-1,3,-13,4,-6,-3,-2
-2,-3,-9,1,13,4,-3,-2
0,2,2,-6,-24,-8,-3,2
-1,-2,-3,7,43,-11,-1,0
0,-1,-3,18,-5,-8,-1,-3
0,1,-2,4,10,21,5,1
-3,-1,3,-13,4,-6,-3,-2
-2,-3,-9,1,13,4,-3,-2
-1,0,2,1,-34,-3,0,-2
0,0,2,0,16,0,-1,-1
0,-1,-3,18,-5,-8,-1,-3
0,1,-2,4,10,21,5,1
-3,-1,3,-13,4,-6,-3,-2
-2,-3,-9,1,13,4,-3,-2
-1,0,2,1,-34,-3,0,-2
0,0,2,0,16,0,-1,-1
0,-2,-8,-3,-9,3,0,-2
2,3,8,3,-11,1,-2,-1
-3,-1,3,-13,4,-6,-3,-2
-2,-3,-9,1,13,4,-3,-2
-1,0,2,1,-34,-3,0,-2
0,0,2,0,16,0,-1,-1
0,-2,-8,-3,-9,3,0,-2
2,3,8,3,-11,1,-2,-1
-4,-4,-5,-13,-13,1,0,0
0,-2,-4,-9,-21,-4,-3,-3
-1,0,2,1,-34,-3,0,-2
0,0,2,0,16,0,-1,-1
0,-2,-8,-3,-9,3,0,-2
2,3,8,3,-11,1,-2,-1
